Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
09/23/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2579,1792,3712,2223,1815,2723,3448,2788,4263,2985,2451,3636,2668,1992,3574,1480,1168,1876
09/24/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2181,1685,2823,2043,1681,2483,2520,2093,3036,2410,2009,2892,2138,1709,2675,1561,1244,1959
09/25/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3042,1972,4694,3837,2867,5136,4017,3305,4882,3445,2609,4550,2886,1948,4276,1791,1346,2383
09/26/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2893,1927,4342,3129,2427,4035,4064,3271,5050,2973,2460,3592,3099,2155,4457,1586,1164,2160
09/27/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3475,2198,5494,3338,2574,4329,6128,4772,7869,3427,2779,4227,3517,2425,5102,1687,1273,2235
09/28/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3412,2274,5118,3169,2361,4252,4890,4099,5834,3416,2828,4126,3763,2736,5174,1655,1320,2076
09/29/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2631,1979,3499,2722,2211,3352,2891,2323,3599,2587,2130,3141,3112,2462,3934,2079,1510,2862
09/30/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2240,1721,2916,1985,1552,2538,2535,1995,3220,2291,1858,2825,2352,1852,2986,1909,1426,2556
2017-01-10 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2225,1668,2968,1900,1589,2273,2519,2028,3129,2272,1819,2837,2604,1888,3593,1661,1308,2108
2017-02-10 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2298,1779,2968,2041,1654,2520,2637,2232,3115,2433,2002,2956,2473,1973,3100,1745,1322,2303
2017-03-10 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2966,2045,4303,3545,2807,4476,3588,2770,4648,3140,2542,3879,2867,1983,4145,1873,1365,2570
2017-04-10 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3100,1990,4829,3503,2750,4463,4900,3738,6424,2957,2370,3689,3588,2364,5444,1611,1298,2000
2017-05-10 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3325,2091,5286,3045,2441,3797,5467,4092,7304,3603,2835,4579,3158,2157,4622,1603,1241,2069
2017-06-10 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3689,2278,5972,3275,2713,3955,6533,5021,8499,3203,2553,4018,3971,2613,6036,1619,1263,2075
2017-07-10 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3103,2007,4796,2188,1772,2703,5011,4288,5855,3426,2679,4382,2966,2195,4009,1573,1248,1984
2017-08-10 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2235,1742,2868,2096,1743,2519,2728,2297,3241,2416,2023,2885,2174,1693,2791,1722,1363,2175
2017-09-10 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3196,2058,4963,3597,2578,5018,4897,3821,6276,3499,2896,4227,3138,2040,4828,1884,1414,2511
2017-10-10 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3067,2041,4609,3237,2424,4322,4510,3459,5880,3288,2636,4100,2907,2108,4009,1567,1255,1957
2017-11-10 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3897,2348,6469,3735,2688,5190,6083,4074,9081,3571,2968,4296,4793,3117,7370,1574,1204,2058
2017-12-10 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",4283,2516,7293,4271,3343,5457,6736,4820,9413,3543,2800,4484,5876,3785,9122,1632,1242,2144
10/13/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3242,2214,4747,3268,2544,4199,4531,3264,6289,3326,2765,4000,3043,2136,4336,1599,1256,2035
10/14/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2652,1915,3672,2122,1798,2503,3354,2546,4419,3005,2416,3736,2539,1970,3271,1672,1339,2087
10/15/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2420,1859,3150,2376,1918,2944,2679,2193,3273,2683,2132,3377,2282,1809,2879,1783,1342,2369
10/16/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3054,1956,4768,2853,2212,3679,5318,4263,6634,3445,2800,4238,2902,2056,4095,1556,1248,1940
10/17/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3270,2060,5190,2783,2196,3526,5091,4135,6267,3439,2811,4208,3739,2608,5361,1422,1102,1834
10/18/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2278,1631,3183,2222,1727,2858,3182,2465,4108,2509,2007,3135,2187,1536,3113,1671,1234,2261
10/19/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2165,1593,2942,2167,1783,2633,2698,2194,3316,2529,2056,3112,1970,1561,2487,1378,1117,1699
10/20/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",1979,1524,2570,1946,1547,2447,2397,1962,2928,2120,1715,2619,1908,1525,2386,1500,1187,1897
10/21/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2136,1615,2825,1817,1485,2223,2655,2183,3230,2332,1967,2765,2159,1683,2769,1543,1218,1956
10/22/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",1976,1523,2564,1817,1463,2258,2348,1972,2794,2061,1695,2505,2122,1674,2691,1595,1195,2128
10/23/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2707,1884,3890,3175,2545,3962,3643,2842,4669,2825,2312,3451,2657,1825,3870,1830,1346,2488
10/24/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2787,1898,4090,3201,2536,4041,4122,3369,5044,2839,2304,3499,2420,1761,3326,1581,1211,2063
10/25/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2674,1831,3905,2943,2278,3800,3956,3150,4969,2905,2375,3553,2326,1707,3168,1510,1240,1839
10/26/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2617,1842,3719,2817,2255,3519,3616,2838,4608,2756,2267,3349,2394,1773,3231,1445,1171,1782
10/27/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2650,1858,3778,2926,2310,3706,3429,2835,4146,2764,2254,3390,2673,2020,3537,1460,1141,1868
10/28/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2435,1708,3472,2080,1708,2534,3330,2606,4254,2737,2303,3253,2624,2026,3400,1452,1115,1892
10/29/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2081,1583,2737,1949,1385,2742,2397,2012,2854,2189,1842,2602,2151,1701,2719,1505,1186,1909
10/30/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2473,1683,3633,2773,2171,3542,3435,2719,4340,2863,2370,3459,2326,1631,3317,1598,1226,2085
10/31/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2753,1886,4017,2897,2219,3784,3567,2849,4467,2981,2355,3772,2830,2139,3745,1537,1130,2091
2017-01-11 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2224,1613,3068,1971,1538,2526,2710,2193,3349,2581,2113,3151,2154,1692,2741,1349,1066,1707
2017-02-11 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2734,1786,4185,3297,2564,4240,3881,3131,4812,2973,2384,3707,2492,1693,3669,1482,1148,1914
2017-03-11 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2768,1903,4028,2671,2225,3206,4028,3415,4750,2809,2302,3426,2819,2029,3916,1468,1130,1907
2017-04-11 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2664,1870,3795,2307,1851,2875,3806,3187,4545,3173,2575,3911,2526,1973,3234,1555,1223,1977
2017-05-11 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2319,1711,3142,1886,1468,2424,2968,2409,3657,2408,2030,2856,2387,1874,3040,1560,1140,2134
2017-06-11 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2734,1886,3962,3167,2458,4081,3604,2817,4611,2866,2340,3508,2602,1778,3806,1642,1271,2122
2017-07-11 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2909,1877,4506,2942,2231,3879,4477,3494,5735,3142,2528,3905,2863,2003,4091,1520,1156,1997
2017-08-11 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3060,1917,4884,3154,2036,4888,4286,3498,5251,3273,2707,3956,2929,2083,4119,1356,1116,1648
2017-09-11 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3027,1964,4665,3349,2671,4199,4140,3275,5232,3293,2690,4032,2783,2085,3715,1428,1113,1832
2017-10-11 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3014,1923,4724,2820,1580,5035,4221,3372,5285,2892,2363,3539,2986,2174,4101,1518,1101,2092
2017-11-11 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2449,1688,3552,2020,1630,2503,3453,2959,4030,2774,2290,3359,2618,1912,3585,1468,1133,1903
2017-12-11 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2191,1636,2934,1859,1512,2286,2939,2593,3332,2306,1934,2748,2213,1769,2768,1488,1170,1892
11/13/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2640,1803,3867,2975,2375,3725,3883,3143,4798,2955,2471,3535,2389,1690,3378,1636,1290,2074
11/14/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2752,1866,4061,2816,2209,3590,3960,3173,4942,2992,2447,3658,2556,1893,3453,1545,1175,2030
11/15/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2841,1918,4207,3015,2406,3779,3886,3177,4752,3108,2618,3689,2700,1826,3991,1422,1152,1755
11/16/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2837,1944,4140,2809,2159,3656,3771,3151,4513,3063,2569,3652,2840,1982,4069,1476,1184,1840
11/17/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3001,2054,4383,2773,2257,3408,4434,3684,5336,2953,2438,3578,3002,2135,4220,1423,1142,1773
11/18/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2694,1918,3783,2150,1768,2614,3477,2940,4112,3142,2655,3719,2743,2041,3685,1507,1219,1864
11/19/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2250,1665,3042,1913,1566,2338,2829,2439,3281,2463,2077,2920,2333,1793,3035,1501,1154,1953
11/20/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2829,1850,4324,3381,2620,4362,3823,3201,4567,3491,2901,4199,2548,1916,3389,1613,1206,2157
11/21/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2986,2015,4426,3302,2709,4024,4076,2968,5596,3182,2643,3831,3014,2142,4240,1584,1246,2014
11/22/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3036,2109,4370,3035,2391,3851,4028,3351,4841,3509,2962,4158,2746,2056,3668,1536,1190,1983
11/23/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3149,2168,4576,3346,2681,4175,4232,3461,5175,3282,2708,3978,2974,2212,3999,1524,1165,1995
11/24/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3129,2167,4520,3081,2441,3889,4273,3425,5331,3301,2740,3975,3226,2493,4174,1488,1166,1899
11/25/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2676,1860,3852,2108,1779,2498,3593,2969,4348,3223,2764,3757,2718,2123,3481,1481,1174,1868
11/26/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2281,1628,3197,1938,1596,2353,3089,2652,3598,2449,2021,2967,2380,1812,3127,1485,1062,2076
11/27/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2810,1913,4127,3135,2607,3769,4142,3368,5093,3201,2732,3751,2643,1966,3553,1640,1255,2144
11/28/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2882,1936,4291,2979,2352,3772,4024,3433,4718,3282,2798,3849,2770,2019,3802,1489,1181,1876
11/29/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2983,2054,4333,3020,2450,3723,3860,3301,4513,3479,2973,4072,2517,1864,3399,1494,1155,1931
11/30/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3206,2188,4698,3341,2652,4208,4250,3693,4890,3524,3044,4079,2956,2200,3970,1554,1212,1992
12/16/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2932,1938,4436,2341,1822,3008,4439,3755,5248,3527,2873,4330,2943,2198,3940,1592,1207,2099
12/17/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2821,1851,4300,2003,1616,2483,3841,3144,4691,3273,2630,4073,3111,2260,4283,1510,1141,1998
12/18/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3205,1974,5205,3444,2516,4714,4964,4018,6131,4147,3384,5082,3095,2022,4737,1698,1293,2229
12/19/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2619,1780,3855,2491,1947,3186,3684,2740,4955,2805,2295,3428,2826,2009,3975,1493,1179,1890
12/20/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3727,2254,6161,3542,2621,4787,4744,3697,6087,4326,3431,5454,4288,2767,6645,1441,1129,1839
12/21/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3721,2271,6096,3459,2414,4956,5872,4562,7558,4129,3303,5162,3761,2628,5381,1593,1217,2084
12/22/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",4229,2712,6594,3352,2536,4430,6232,5105,7608,4509,3795,5358,4324,3111,6010,1894,1239,2896
12/23/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3198,2189,4672,2507,2124,2958,4254,3568,5071,4082,3255,5120,3233,2458,4251,1880,1379,2563
12/24/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2405,1751,3303,2082,1631,2656,2956,2388,3659,2731,2195,3399,2542,1991,3245,1514,1217,1882
12/25/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2699,1874,3886,2011,1631,2480,3604,2875,4517,2975,2431,3640,3100,2358,4076,1693,1339,2140
12/26/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2874,1968,4197,2922,2441,3497,4390,3429,5621,3297,2835,3834,2829,2011,3980,1828,1408,2374
12/27/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3140,2038,4839,2986,2374,3756,4817,3685,6296,3947,3304,4715,3120,2183,4460,1659,1338,2057
12/28/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3439,2210,5352,3110,2430,3981,5515,4226,7196,4003,3311,4839,3576,2593,4933,1616,1292,2022
12/29/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3388,2253,5094,2724,2259,3285,5099,4025,6458,4019,3073,5256,3521,2381,5206,2144,1578,2913
12/30/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3006,1976,4573,2214,1872,2618,4483,3283,6122,3499,2826,4334,3315,2405,4568,1527,1269,1839
12/31/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2440,1707,3490,1946,1675,2262,3357,2660,4238,2695,2141,3393,2867,2121,3877,1609,1246,2078
2017-01-12 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3428,2346,5009,3400,2779,4159,4744,3916,5747,3849,3127,4737,3328,2378,4659,1790,1352,2371
2017-02-12 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2615,1798,3804,1872,1514,2314,3337,2767,4025,2999,2483,3623,3029,2179,4209,1551,1210,1988
